,Unnamed: 0,Team,Game,Date,Home,Opponent,WINorLOSS,TeamPoints,OpponentPoints,FieldGoals,FieldGoalsAttempted,FieldGoals.,X3PointShots,X3PointShotsAttempted,X3PointShots.,FreeThrows,FreeThrowsAttempted,FreeThrows.,OffRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,TotalFouls,Opp.FieldGoals,Opp.FieldGoalsAttempted,Opp.FieldGoals.,Opp.3PointShots,Opp.3PointShotsAttempted,Opp.3PointShots.,Opp.FreeThrows,Opp.FreeThrowsAttempted,Opp.FreeThrows.,Opp.OffRebounds,Opp.TotalRebounds,Opp.Assists,Opp.Steals,Opp.Blocks,Opp.Turnovers,Opp.TotalFouls
7819,3095,CLE,30,2017-12-16,Home,UTA,W,109,100,42,79,0.532,10,22,0.455,15,17,0.882,8,41,30,9,1,12,15,37,81,0.457,17,34,0.5,9,14,0.643,11,38,24,9,7,12,14
7822,3396,CLE,33,2017-12-21,Home,CHI,W,115,112,42,82,0.512,12,29,0.414,19,22,0.864,7,35,25,10,3,12,14,47,85,0.553,12,31,0.387,6,8,0.75,5,35,34,8,1,12,19
7826,3795,CLE,37,2018-01-02,Home,POR,W,127,110,43,83,0.518,13,32,0.406,28,37,0.757,8,40,28,11,4,10,17,42,90,0.467,13,32,0.406,13,19,0.684,13,43,25,5,5,15,29
7832,4396,CLE,43,2018-01-15,Home,GSW,L,108,118,43,94,0.457,7,28,0.25,15,22,0.682,12,43,26,9,5,15,22,41,85,0.482,12,32,0.375,24,30,0.8,13,48,33,8,6,16,23
7833,4495,CLE,44,2018-01-18,Home,ORL,W,104,103,38,85,0.447,10,34,0.294,18,27,0.667,14,46,22,8,4,20,21,41,88,0.466,5,22,0.227,16,21,0.762,9,42,25,12,6,14,22
7834,4595,CLE,45,2018-01-20,Home,OKC,L,124,148,46,89,0.517,10,37,0.27,22,27,0.815,3,28,32,7,4,15,18,58,100,0.58,14,30,0.467,18,28,0.643,16,52,37,9,2,13,23
7836,4795,CLE,47,2018-01-26,Home,IND,W,115,108,46,82,0.561,13,37,0.351,10,13,0.769,8,44,27,13,4,20,11,43,91,0.473,13,31,0.419,9,11,0.818,8,37,27,13,1,16,15
7837,4895,CLE,48,2018-01-28,Home,DET,W,121,104,42,83,0.506,15,35,0.429,22,26,0.846,4,45,27,2,3,10,14,40,95,0.421,14,36,0.389,10,13,0.769,7,43,31,5,6,6,23
7839,5095,CLE,50,2018-01-31,Home,MIA,W,91,89,28,80,0.35,6,26,0.231,29,38,0.763,7,45,18,9,5,16,20,36,83,0.434,3,28,0.107,14,25,0.56,6,52,17,8,5,19,25
7840,51134,CLE,51,2018-02-03,Home,HOU,L,88,120,34,87,0.391,8,30,0.267,12,16,0.75,5,47,22,4,3,11,16,44,93,0.473,19,51,0.373,13,16,0.813,6,53,28,6,5,8,19
7842,5396,CLE,53,2018-02-07,Home,MIN,W,140,138,52,88,0.591,21,41,0.512,15,23,0.652,7,41,33,5,1,15,21,54,93,0.581,19,33,0.576,11,12,0.917,4,35,33,7,4,11,19
7846,5795,CLE,57,2018-02-22,Home,WAS,L,103,110,42,84,0.5,8,35,0.229,11,19,0.579,6,36,20,5,2,13,15,44,92,0.478,12,30,0.4,10,10,1.0,9,43,29,9,3,10,23
7848,5995,CLE,59,2018-02-25,Home,SAS,L,94,110,38,91,0.418,8,34,0.235,10,14,0.714,13,47,18,8,3,15,24,38,86,0.442,9,19,0.474,25,32,0.781,10,44,22,11,9,9,12
7849,6095,CLE,60,2018-02-27,Home,BRK,W,129,123,50,97,0.515,12,24,0.5,17,27,0.63,14,55,24,7,1,11,24,44,82,0.537,12,32,0.375,23,30,0.767,3,36,29,6,0,12,21
7850,61134,CLE,61,2018-03-01,Home,PHI,L,97,108,36,87,0.414,9,32,0.281,16,23,0.696,10,45,23,4,6,9,21,40,90,0.444,10,30,0.333,18,27,0.667,14,54,22,4,5,9,20
7851,62111,CLE,62,2018-03-03,Home,DEN,L,117,126,46,88,0.523,9,24,0.375,16,21,0.762,12,41,25,5,2,9,16,47,86,0.547,19,35,0.543,13,15,0.867,6,35,35,4,3,9,19
7852,6396,CLE,63,2018-03-05,Home,DET,W,112,90,43,88,0.489,12,33,0.364,14,17,0.824,11,53,29,8,2,14,18,34,87,0.391,12,34,0.353,10,15,0.667,8,40,17,9,6,11,22
7859,7095,CLE,70,2018-03-19,Home,MIL,W,124,117,43,87,0.494,15,38,0.395,23,27,0.852,12,42,24,4,6,13,17,45,88,0.511,8,31,0.258,19,20,0.95,8,32,26,11,7,15,23
7860,71134,CLE,71,2018-03-21,Home,TOR,W,132,129,47,78,0.603,15,24,0.625,23,28,0.821,4,33,28,3,4,9,18,47,88,0.534,15,34,0.441,20,23,0.87,10,33,32,4,5,6,23
7861,72111,CLE,72,2018-03-23,Home,PHO,W,120,95,47,95,0.495,8,29,0.276,18,24,0.75,15,54,23,9,4,14,14,38,87,0.437,7,28,0.25,12,20,0.6,7,36,24,9,4,17,23
7865,7695,CLE,76,2018-03-30,Home,NOP,W,107,102,43,90,0.478,10,24,0.417,11,15,0.733,9,45,22,6,2,10,14,43,89,0.483,11,26,0.423,5,6,0.833,7,41,25,4,2,11,19
7866,7795,CLE,77,2018-04-01,Home,DAL,W,98,87,35,85,0.412,11,26,0.423,17,23,0.739,10,50,21,7,1,11,12,32,79,0.405,13,37,0.351,10,11,0.909,4,38,15,5,3,15,20
7867,7895,CLE,78,2018-04-03,Home,TOR,W,112,106,38,77,0.494,13,30,0.433,23,26,0.885,2,42,18,8,6,12,17,42,94,0.447,11,34,0.324,11,14,0.786,9,46,28,7,1,11,23
7868,7995,CLE,79,2018-04-05,Home,WAS,W,119,115,42,77,0.545,13,27,0.481,22,28,0.786,5,35,26,10,3,16,14,47,94,0.5,9,21,0.429,12,14,0.857,12,41,34,8,7,15,23
7871,8295,CLE,82,2018-04-11,Home,NYK,L,98,110,37,94,0.394,6,24,0.25,18,28,0.643,17,48,15,9,3,14,15,43,85,0.506,12,27,0.444,12,13,0.923,8,39,30,10,3,15,22
7872,1397,DAL,1,2017-10-18,Home,ATL,L,111,117,38,86,0.442,17,45,0.378,18,21,0.857,9,41,27,5,4,15,19,48,94,0.511,9,18,0.5,12,15,0.8,14,50,20,11,6,13,18
7873,2397,DAL,2,2017-10-20,Home,SAC,L,88,93,31,75,0.413,11,33,0.333,15,21,0.714,7,36,19,8,7,12,13,37,87,0.425,10,23,0.435,9,13,0.692,16,57,20,8,3,14,18
7875,4397,DAL,4,2017-10-23,Home,GSW,L,103,133,38,96,0.396,9,29,0.31,18,30,0.6,14,42,21,11,0,12,20,48,86,0.558,15,39,0.385,22,26,0.846,10,50,33,6,8,16,23
7876,5397,DAL,5,2017-10-25,Home,MEM,W,103,94,36,74,0.486,11,26,0.423,20,29,0.69,4,35,20,6,4,11,20,33,72,0.458,12,31,0.387,16,24,0.667,6,36,14,7,2,17,22
7878,7397,DAL,7,2017-10-28,Home,PHI,L,110,112,38,74,0.514,19,40,0.475,15,19,0.789,3,33,22,7,2,17,15,43,87,0.494,16,35,0.457,10,14,0.714,11,42,25,10,1,13,21
7881,1096,DAL,10,2017-11-03,Home,NOP,L,94,99,34,88,0.386,9,34,0.265,17,22,0.773,9,47,19,4,7,15,24,36,89,0.404,7,29,0.241,20,26,0.769,9,53,23,9,4,12,22
7884,1398,DAL,13,2017-11-11,Home,CLE,L,104,111,39,92,0.424,10,34,0.294,16,21,0.762,9,42,21,7,3,10,26,35,81,0.432,12,31,0.387,29,35,0.829,10,53,18,8,3,17,18
7886,1596,DAL,15,2017-11-14,Home,SAS,L,91,97,33,81,0.407,10,34,0.294,15,18,0.833,5,40,18,7,4,15,23,35,79,0.443,6,26,0.231,21,27,0.778,8,47,18,9,7,12,16
7887,1696,DAL,16,2017-11-17,Home,MIN,L,87,111,32,86,0.372,8,38,0.211,15,17,0.882,11,41,18,3,3,11,20,39,84,0.464,13,30,0.433,20,23,0.87,11,48,27,7,0,10,18
7888,1796,DAL,17,2017-11-18,Home,MIL,W,111,79,38,79,0.481,19,38,0.5,16,19,0.842,7,49,27,7,2,16,26,28,74,0.378,6,25,0.24,17,31,0.548,8,38,13,8,5,12,25
7889,1896,DAL,18,2017-11-20,Home,BOS,L,102,110,39,96,0.406,7,33,0.212,17,20,0.85,8,45,18,7,3,11,22,38,84,0.452,13,36,0.361,21,26,0.808,5,53,24,8,4,17,24
7891,2096,DAL,20,2017-11-25,Home,OKC,W,97,81,37,75,0.493,15,35,0.429,8,11,0.727,8,43,25,11,5,17,18,29,80,0.363,13,35,0.371,10,13,0.769,8,39,24,12,1,17,16
7893,22112,DAL,22,2017-11-29,Home,BRK,L,104,109,39,84,0.464,9,27,0.333,17,21,0.81,7,44,26,5,3,11,23,42,90,0.467,11,29,0.379,14,25,0.56,14,52,25,5,1,14,21
7894,2398,DAL,23,2017-12-02,Home,LAC,W,108,82,36,79,0.456,16,35,0.457,20,26,0.769,15,54,24,4,7,15,20,30,86,0.349,6,22,0.273,16,23,0.696,11,38,16,8,6,10,20
7895,2496,DAL,24,2017-12-04,Home,DEN,W,122,105,49,86,0.57,12,26,0.462,12,17,0.706,5,42,26,4,6,7,18,38,91,0.418,14,36,0.389,15,23,0.652,15,49,25,5,5,7,19
7899,2896,DAL,28,2017-12-12,Home,SAS,W,95,89,38,89,0.427,9,24,0.375,10,12,0.833,8,49,17,8,2,6,19,35,87,0.402,7,28,0.25,12,19,0.632,10,49,20,4,5,10,11
7902,31135,DAL,31,2017-12-18,Home,PHO,L,91,97,32,88,0.364,11,37,0.297,16,17,0.941,8,42,21,10,5,15,18,35,79,0.443,10,25,0.4,17,22,0.773,7,49,17,9,6,18,25
7903,32112,DAL,32,2017-12-20,Home,DET,W,110,93,40,75,0.533,14,30,0.467,16,20,0.8,4,37,22,6,7,12,17,33,77,0.429,7,24,0.292,20,22,0.909,6,38,19,4,2,12,19
7906,3596,DAL,35,2017-12-26,Home,TOR,W,98,93,40,94,0.426,6,24,0.25,12,16,0.75,16,56,20,5,11,13,24,30,89,0.337,9,29,0.31,24,32,0.75,16,53,16,10,7,10,24
7910,3996,DAL,39,2018-01-03,Home,GSW,L,122,125,43,90,0.478,19,43,0.442,17,22,0.773,7,40,29,6,2,12,17,48,91,0.527,13,32,0.406,16,19,0.842,7,46,36,8,7,14,21
7911,4096,DAL,40,2018-01-05,Home,CHI,L,124,127,49,92,0.533,14,32,0.438,12,17,0.706,7,34,33,11,2,13,24,44,78,0.564,14,28,0.5,25,32,0.781,8,42,25,9,3,18,19
7912,41135,DAL,41,2018-01-07,Home,NYK,L,96,100,35,92,0.38,6,24,0.25,20,24,0.833,9,40,22,7,3,7,20,38,83,0.458,6,16,0.375,18,20,0.9,10,59,22,4,6,16,23
7913,42112,DAL,42,2018-01-09,Home,ORL,W,114,99,43,83,0.518,9,26,0.346,19,22,0.864,5,38,27,6,2,4,22,36,79,0.456,11,29,0.379,16,22,0.727,9,41,27,2,4,13,23
7915,4496,DAL,44,2018-01-13,Home,LAL,L,101,107,34,90,0.378,11,43,0.256,22,28,0.786,4,39,20,5,1,8,17,43,95,0.453,8,26,0.308,13,18,0.722,11,59,24,4,0,14,31
7918,4796,DAL,47,2018-01-22,Home,WAS,W,98,75,38,87,0.437,10,31,0.323,12,17,0.706,9,52,20,9,9,11,21,26,86,0.302,7,32,0.219,16,27,0.593,17,47,15,7,5,12,18
7919,4896,DAL,48,2018-01-24,Home,HOU,L,97,104,35,82,0.427,15,35,0.429,12,18,0.667,9,49,24,5,2,13,21,36,82,0.439,21,51,0.412,11,23,0.478,7,43,20,8,3,9,19
7920,4996,DAL,49,2018-01-26,Home,POR,L,93,107,35,89,0.393,10,30,0.333,13,17,0.765,8,37,17,9,3,5,19,39,79,0.494,10,30,0.333,19,23,0.826,10,54,20,4,6,14,17
7922,51135,DAL,51,2018-01-29,Home,MIA,L,88,95,33,86,0.384,8,29,0.276,14,16,0.875,11,40,20,10,3,12,22,34,75,0.453,12,31,0.387,15,19,0.789,11,41,23,9,11,16,19
7927,5696,DAL,56,2018-02-10,Home,LAL,W,130,123,48,89,0.539,12,27,0.444,22,27,0.815,10,40,32,8,3,9,21,46,84,0.548,16,34,0.471,15,22,0.682,9,37,29,7,0,17,25
7929,5896,DAL,58,2018-02-13,Home,SAC,L,109,114,38,83,0.458,15,40,0.375,18,23,0.783,4,37,29,4,4,9,15,47,87,0.54,12,29,0.414,8,12,0.667,5,38,30,6,4,9,19
7932,61135,DAL,61,2018-02-26,Home,IND,W,109,103,40,88,0.455,14,37,0.378,15,18,0.833,7,44,20,9,3,10,21,41,87,0.471,5,20,0.25,16,23,0.696,9,50,22,6,4,12,19
7933,62112,DAL,62,2018-02-28,Home,OKC,L,110,111,44,91,0.484,13,36,0.361,9,15,0.6,8,36,30,11,1,16,22,42,93,0.452,10,36,0.278,17,19,0.895,19,56,19,7,2,22,24
7935,6496,DAL,64,2018-03-04,Home,NOP,L,109,126,40,90,0.444,10,23,0.435,19,25,0.76,10,43,25,5,2,12,20,49,91,0.538,12,26,0.462,16,21,0.762,6,47,27,9,4,11,21
7936,6596,DAL,65,2018-03-06,Home,DEN,W,118,107,43,90,0.478,15,27,0.556,17,23,0.739,9,51,24,8,3,15,20,38,92,0.413,11,36,0.306,20,26,0.769,11,49,23,5,8,14,16
7937,6696,DAL,66,2018-03-10,Home,MEM,W,114,80,37,77,0.481,10,29,0.345,30,35,0.857,9,52,21,8,3,10,18,30,84,0.357,7,18,0.389,13,17,0.765,9,41,19,4,4,14,24
7938,6796,DAL,67,2018-03-11,Home,HOU,L,82,105,33,94,0.351,5,31,0.161,11,18,0.611,17,53,27,5,2,10,18,39,84,0.464,17,45,0.378,10,14,0.714,6,45,21,5,5,11,22
7943,72112,DAL,72,2018-03-22,Home,UTA,L,112,119,42,85,0.494,17,32,0.531,11,14,0.786,8,35,22,5,7,14,16,46,87,0.529,12,29,0.414,15,16,0.938,8,39,32,11,6,11,19
7944,7398,DAL,73,2018-03-24,Home,CHO,L,98,102,36,91,0.396,12,41,0.293,14,19,0.737,5,52,22,10,6,12,22,35,92,0.38,12,25,0.48,20,29,0.69,13,62,21,10,4,13,14
7947,7696,DAL,76,2018-03-30,Home,MIN,L,92,93,38,86,0.442,11,28,0.393,5,7,0.714,6,46,22,5,5,14,17,35,83,0.422,8,25,0.32,15,17,0.882,6,44,14,10,6,9,13
7949,7896,DAL,78,2018-04-03,Home,POR,W,115,109,42,92,0.457,17,44,0.386,14,20,0.7,8,43,27,8,5,7,16,39,87,0.448,10,40,0.25,21,24,0.875,5,46,28,6,2,13,20
7953,8296,DAL,82,2018-04-10,Home,PHO,L,97,124,37,96,0.385,8,33,0.242,15,22,0.682,18,40,20,8,1,9,19,48,76,0.632,13,26,0.5,15,21,0.714,5,45,35,6,5,14,16
7955,2399,DEN,2,2017-10-21,Home,SAC,W,96,79,37,85,0.435,10,30,0.333,12,20,0.6,18,58,25,7,2,16,19,31,85,0.365,8,22,0.364,9,13,0.692,12,39,15,6,3,13,21
7956,3399,DEN,3,2017-10-23,Home,WAS,L,104,109,39,80,0.488,8,23,0.348,18,23,0.783,9,44,27,5,2,23,22,37,84,0.44,9,30,0.3,26,28,0.929,10,38,24,13,3,15,24
7961,8202,DEN,8,2017-11-01,Home,TOR,W,129,111,47,88,0.534,16,32,0.5,19,29,0.655,9,43,35,9,4,12,20,42,85,0.494,11,31,0.355,16,25,0.64,9,38,20,7,4,13,25
7962,997,DEN,9,2017-11-03,Home,MIA,W,95,94,36,80,0.45,9,23,0.391,14,25,0.56,13,41,17,9,6,17,16,36,77,0.468,15,37,0.405,7,11,0.636,8,41,23,9,6,23,24
7963,1097,DEN,10,2017-11-04,Home,GSW,L,108,127,40,87,0.46,6,24,0.25,22,27,0.815,9,46,26,9,6,17,18,50,91,0.549,18,40,0.45,9,17,0.529,7,41,38,13,4,13,23
7964,11136,DEN,11,2017-11-07,Home,BRK,W,112,104,44,93,0.473,9,34,0.265,15,20,0.75,9,47,26,16,9,19,21,38,89,0.427,11,35,0.314,17,22,0.773,8,47,22,12,6,25,16
7965,12113,DEN,12,2017-11-09,Home,OKC,W,102,94,38,82,0.463,9,27,0.333,17,22,0.773,14,45,27,7,7,18,15,38,90,0.422,11,30,0.367,7,14,0.5,18,44,16,15,7,16,23
7966,13100,DEN,13,2017-11-11,Home,ORL,W,125,107,46,87,0.529,12,29,0.414,21,27,0.778,13,50,29,9,4,12,16,41,87,0.471,11,31,0.355,14,20,0.7,8,36,24,7,5,12,19
7968,1597,DEN,15,2017-11-17,Home,NOP,W,146,114,56,89,0.629,18,35,0.514,16,21,0.762,13,48,37,5,4,14,15,48,91,0.527,12,33,0.364,6,10,0.6,8,29,32,2,0,13,19
7972,1997,DEN,19,2017-11-24,Home,MEM,W,104,92,40,79,0.506,9,32,0.281,15,26,0.577,15,50,24,9,4,21,18,36,73,0.493,9,24,0.375,11,16,0.688,3,23,28,10,3,18,21
7974,21136,DEN,21,2017-11-30,Home,CHI,W,111,110,38,83,0.458,12,31,0.387,23,31,0.742,11,44,22,7,4,12,19,44,82,0.537,9,24,0.375,13,21,0.619,6,40,25,4,4,11,27
7975,22113,DEN,22,2017-12-02,Home,LAL,W,115,100,40,87,0.46,12,31,0.387,23,28,0.821,9,39,26,8,6,12,19,38,86,0.442,9,30,0.3,15,21,0.714,17,52,21,5,2,21,24
7982,2997,DEN,29,2017-12-15,Home,NOP,W,117,111,46,100,0.46,16,36,0.444,9,14,0.643,11,48,30,12,4,15,17,43,91,0.473,15,34,0.441,10,14,0.714,7,42,27,8,8,19,15
7984,31136,DEN,31,2017-12-20,Home,MIN,L,104,112,36,72,0.5,13,28,0.464,19,24,0.792,8,42,27,6,5,21,18,43,87,0.494,8,24,0.333,18,19,0.947,8,37,28,12,2,8,20
7987,3497,DEN,34,2017-12-26,Home,UTA,W,107,83,39,81,0.481,11,30,0.367,18,22,0.818,10,53,23,3,1,9,21,27,84,0.321,10,35,0.286,19,23,0.826,12,42,19,7,0,7,22
7989,3697,DEN,36,2017-12-30,Home,PHI,L,102,107,35,87,0.402,7,32,0.219,25,34,0.735,10,48,18,10,9,13,12,45,93,0.484,8,24,0.333,9,10,0.9,7,41,34,6,3,13,25
7990,3797,DEN,37,2018-01-03,Home,PHO,W,134,111,51,82,0.622,12,27,0.444,20,22,0.909,8,48,35,8,9,20,16,39,92,0.424,13,35,0.371,20,28,0.714,14,35,26,12,1,12,18
7991,3897,DEN,38,2018-01-05,Home,UTA,W,99,91,38,86,0.442,14,35,0.4,9,16,0.563,4,37,24,9,1,10,11,38,84,0.452,12,33,0.364,3,6,0.5,8,53,26,7,5,17,16
7994,41136,DEN,41,2018-01-10,Home,ATL,L,97,110,38,95,0.4,9,37,0.243,12,20,0.6,14,40,27,13,6,12,18,40,80,0.5,12,27,0.444,18,18,1.0,6,44,25,6,4,16,23
7995,42113,DEN,42,2018-01-12,Home,MEM,W,87,78,27,70,0.386,7,22,0.318,26,32,0.813,12,47,15,8,3,14,18,30,77,0.39,7,24,0.292,11,14,0.786,8,36,17,8,5,14,28
7997,4497,DEN,44,2018-01-16,Home,DAL,W,105,102,40,86,0.465,8,26,0.308,17,26,0.654,15,47,23,10,3,18,23,38,78,0.487,8,27,0.296,18,22,0.818,5,35,17,10,3,16,24
7999,4697,DEN,46,2018-01-19,Home,PHO,L,100,108,35,78,0.449,14,36,0.389,16,21,0.762,7,42,23,7,5,16,20,40,81,0.494,14,33,0.424,14,20,0.7,4,37,28,9,6,11,21
8000,4797,DEN,47,2018-01-22,Home,POR,W,104,101,34,83,0.41,10,30,0.333,26,33,0.788,14,49,23,7,8,15,20,36,85,0.424,8,25,0.32,21,26,0.808,11,44,19,11,6,11,22
8001,4897,DEN,48,2018-01-25,Home,NYK,W,130,118,48,80,0.6,14,28,0.5,20,24,0.833,2,32,36,3,2,13,20,45,82,0.549,8,21,0.381,20,24,0.833,3,33,32,9,5,10,20
8002,4997,DEN,49,2018-01-27,Home,DAL,W,91,89,34,81,0.42,12,33,0.364,11,15,0.733,9,53,23,6,8,14,21,34,85,0.4,11,31,0.355,10,19,0.526,8,43,17,8,5,8,15
8003,5097,DEN,50,2018-01-29,Home,BOS,L,110,111,42,93,0.452,10,33,0.303,16,21,0.762,15,47,31,4,3,10,14,43,91,0.473,17,36,0.472,8,10,0.8,10,40,28,4,6,9,19
8005,52113,DEN,52,2018-02-01,Home,OKC,W,127,124,50,97,0.515,15,38,0.395,12,17,0.706,9,43,32,3,10,11,17,51,98,0.52,9,28,0.321,13,17,0.765,9,40,34,5,6,7,18
8006,53100,DEN,53,2018-02-03,Home,GSW,W,115,108,39,91,0.429,12,29,0.414,25,29,0.862,16,48,28,7,0,15,17,43,86,0.5,8,31,0.258,14,23,0.609,11,42,28,9,10,13,23
8007,5497,DEN,54,2018-02-05,Home,CHO,W,121,104,46,81,0.568,18,34,0.529,11,13,0.846,5,41,30,10,2,11,15,39,77,0.506,11,26,0.423,15,24,0.625,5,36,21,7,1,10,16
8010,5797,DEN,57,2018-02-13,Home,SAS,W,117,109,46,93,0.495,10,32,0.313,15,18,0.833,11,35,29,10,3,11,18,44,82,0.537,6,22,0.273,15,22,0.682,10,42,24,6,7,18,22
8012,5997,DEN,59,2018-02-23,Home,SAS,W,122,119,48,97,0.495,12,32,0.375,14,19,0.737,18,52,33,5,3,11,27,43,85,0.506,5,16,0.313,28,39,0.718,11,38,28,4,4,7,20
8013,6097,DEN,60,2018-02-25,Home,HOU,L,114,119,44,91,0.484,10,29,0.345,16,24,0.667,12,36,33,13,6,13,27,39,77,0.506,15,35,0.429,26,32,0.813,11,42,18,7,3,18,23
8014,61136,DEN,61,2018-02-27,Home,LAC,L,120,122,43,87,0.494,10,31,0.323,24,30,0.8,11,41,27,11,7,20,27,46,89,0.517,7,26,0.269,23,31,0.742,13,43,26,12,7,18,25
8018,6597,DEN,65,2018-03-07,Home,CLE,L,108,113,42,86,0.488,10,27,0.37,14,18,0.778,14,51,22,7,2,21,16,44,87,0.506,13,29,0.448,12,18,0.667,7,35,25,10,4,10,19
8019,6697,DEN,66,2018-03-09,Home,LAL,W,125,116,42,83,0.506,15,31,0.484,26,30,0.867,7,36,30,10,6,12,16,45,92,0.489,14,35,0.4,12,16,0.75,12,44,25,8,6,15,23
8020,6797,DEN,67,2018-03-11,Home,SAC,W,130,104,50,89,0.562,15,37,0.405,15,21,0.714,8,51,38,2,4,7,17,39,91,0.429,6,31,0.194,20,26,0.769,7,38,26,3,1,3,21
8022,6997,DEN,69,2018-03-15,Home,DET,W,120,113,43,85,0.506,12,28,0.429,22,28,0.786,10,45,26,7,8,15,15,44,92,0.478,14,27,0.519,11,17,0.647,9,41,30,8,4,11,20
8030,7797,DEN,77,2018-04-01,Home,MIL,W,128,125,40,90,0.444,11,36,0.306,37,46,0.804,17,57,27,2,8,17,23,45,100,0.45,12,33,0.364,23,27,0.852,11,45,27,9,3,9,37
8031,7897,DEN,78,2018-04-03,Home,IND,W,107,104,41,89,0.461,10,32,0.313,15,20,0.75,13,49,31,10,8,16,19,41,84,0.488,9,19,0.474,13,16,0.813,6,35,23,11,4,13,24
8032,7997,DEN,79,2018-04-05,Home,MIN,W,100,96,35,89,0.393,11,36,0.306,19,22,0.864,13,47,21,3,7,10,17,39,91,0.429,6,24,0.25,12,16,0.75,12,47,22,4,1,8,19
8034,81102,DEN,81,2018-04-09,Home,POR,W,88,82,31,83,0.373,6,26,0.231,20,26,0.769,10,52,22,7,5,12,18,31,94,0.33,7,33,0.212,13,18,0.722,18,57,10,8,2,17,28
8036,1400,DET,1,2017-10-18,Home,CHO,W,102,90,41,96,0.427,9,26,0.346,11,12,0.917,9,47,24,14,3,8,21,29,73,0.397,9,30,0.3,23,29,0.793,3,47,16,4,3,17,15
8039,4400,DET,4,2017-10-23,Home,PHI,L,86,97,33,85,0.388,6,30,0.2,14,19,0.737,9,39,14,5,2,14,21,35,75,0.467,9,24,0.375,18,24,0.75,8,49,25,11,0,21,24
8040,5400,DET,5,2017-10-25,Home,MIN,W,122,101,48,92,0.522,15,34,0.441,11,17,0.647,12,47,32,7,3,14,22,37,85,0.435,9,25,0.36,18,21,0.857,7,37,19,5,4,14,19
8044,998,DET,9,2017-11-03,Home,MIL,W,105,96,37,78,0.474,8,26,0.308,23,28,0.821,7,39,21,10,4,12,11,39,83,0.47,10,25,0.4,8,9,0.889,7,36,27,6,6,13,24
8045,1098,DET,10,2017-11-04,Home,SAC,W,108,99,40,79,0.506,13,24,0.542,15,22,0.682,8,35,28,10,3,14,19,40,76,0.526,10,21,0.476,9,13,0.692,3,32,24,6,1,17,23
8046,11137,DET,11,2017-11-08,Home,IND,W,114,97,43,83,0.518,12,27,0.444,16,25,0.64,8,50,25,3,5,15,22,38,88,0.432,7,24,0.292,14,18,0.778,7,38,22,8,3,15,24
8047,12114,DET,12,2017-11-10,Home,ATL,W,111,104,39,89,0.438,12,30,0.4,21,27,0.778,20,51,23,7,5,17,18,44,89,0.494,8,24,0.333,8,11,0.727,11,45,28,11,7,15,21
8048,13101,DET,13,2017-11-12,Home,MIA,W,112,103,42,87,0.483,14,28,0.5,14,20,0.7,11,54,24,2,5,13,17,39,90,0.433,13,37,0.351,12,16,0.75,7,39,25,8,5,9,22
8052,1798,DET,17,2017-11-20,Home,CLE,L,88,116,34,77,0.442,13,30,0.433,7,13,0.538,7,34,23,7,2,14,19,42,80,0.525,16,33,0.485,16,17,0.941,7,42,28,4,2,11,14
8055,2098,DET,20,2017-11-29,Home,PHO,W,131,107,51,89,0.573,13,28,0.464,16,21,0.762,5,44,31,11,6,19,22,39,84,0.464,7,22,0.318,22,28,0.786,8,37,21,11,4,19,19
8060,2598,DET,25,2017-12-08,Home,GSW,L,98,102,38,92,0.413,12,27,0.444,10,19,0.526,15,49,20,8,2,11,17,39,81,0.481,7,26,0.269,17,22,0.773,5,45,29,5,15,14,19
8061,2698,DET,26,2017-12-10,Home,BOS,L,81,91,28,84,0.333,10,33,0.303,15,19,0.789,11,46,14,7,4,9,16,33,79,0.418,11,30,0.367,14,18,0.778,9,50,16,4,4,13,18
8062,2798,DET,27,2017-12-12,Home,DEN,L,84,103,28,79,0.354,9,25,0.36,19,22,0.864,11,40,17,7,2,20,16,40,79,0.506,10,30,0.333,13,14,0.929,6,44,27,8,3,17,15
8065,3098,DET,30,2017-12-17,Home,ORL,W,114,110,42,89,0.472,17,34,0.5,13,16,0.813,7,39,27,11,3,13,17,41,85,0.482,17,33,0.515,11,17,0.647,8,40,27,6,4,16,16
8067,32114,DET,32,2017-12-22,Home,NYK,W,104,101,38,88,0.432,10,25,0.4,18,25,0.72,15,44,19,8,5,11,11,44,97,0.454,8,24,0.333,5,6,0.833,16,51,25,6,9,14,20
8068,33101,DET,33,2017-12-26,Home,IND,W,107,83,41,82,0.5,12,34,0.353,13,16,0.813,10,46,26,5,1,10,17,34,77,0.442,6,21,0.286,9,13,0.692,5,26,18,6,3,12,19
8070,3598,DET,35,2017-12-30,Home,SAS,W,93,79,36,81,0.444,8,24,0.333,13,16,0.813,6,45,22,10,1,11,11,31,84,0.369,5,26,0.192,12,13,0.923,10,46,18,8,5,14,13
8073,3898,DET,38,2018-01-06,Home,HOU,W,108,101,38,75,0.507,12,25,0.48,20,27,0.741,5,35,21,8,4,11,15,38,90,0.422,15,47,0.319,10,11,0.909,12,42,29,5,4,13,20
8077,42114,DET,42,2018-01-15,Home,CHO,L,107,118,42,86,0.488,15,29,0.517,8,11,0.727,3,38,27,10,5,16,24,43,84,0.512,10,21,0.476,22,33,0.667,9,49,21,9,4,15,11
