season_start_year,away_team,points_away,home_team,points_home,attendance,notes,start_ET,datetime,is_regular,game_id
1996,Sacramento Kings,85,Houston Rockets,96,16285.0,,,1996-11-01,1,36a784f4-225e-4a4d-a2b5-431dd5492874
1996,Los Angeles Clippers,97,Golden State Warriors,85,15593.0,,,1996-11-01,1,c1a6d128-38ec-4b83-91e1-1c2f96d7c46c
1996,Portland Trail Blazers,114,Vancouver Grizzlies,85,19193.0,,,1996-11-01,1,4fc8fcc0-2d71-4bcf-88b4-74207f00d50b
1996,Seattle SuperSonics,91,Utah Jazz,99,19911.0,,,1996-11-01,1,f3229597-e904-4fd7-8924-b532438df789
1996,New York Knicks,107,Toronto Raptors,99,28457.0,,,1996-11-01,1,569c5f07-a548-4f3f-a888-5a28b328215b
1996,Milwaukee Bucks,111,Philadelphia 76ers,103,20444.0,,,1996-11-01,1,38a8b1d0-b5ca-4767-8896-42874224edb3
1996,Washington Bullets,96,Orlando Magic,92,17248.0,,,1996-11-01,1,70b7d35b-79e3-4782-a40e-57a3d6c24712
1996,Phoenix Suns,82,Los Angeles Lakers,96,17505.0,,,1996-11-01,1,1fb9852d-4e15-4eb1-b037-56d0a46580e3
1996,San Antonio Spurs,78,Minnesota Timberwolves,82,18109.0,,,1996-11-01,1,a4e06957-8015-417b-b1bb-9cc3946b6496
1996,Atlanta Hawks,81,Miami Heat,94,15113.0,,,1996-11-01,1,cfa64fd2-0b23-4491-b3a3-12a083287549
1996,Chicago Bulls,107,Boston Celtics,98,18624.0,,,1996-11-01,1,d0ec1a86-3401-4296-a1f2-7ab71157cad5
1996,Cleveland Cavaliers,90,New Jersey Nets,77,18316.0,,,1996-11-01,1,4f0c2614-3311-41f7-8ff9-f36f1315984e
1996,Indiana Pacers,89,Detroit Pistons,95,21454.0,,,1996-11-01,1,79c6ba1f-afbf-4b37-9bd6-6c0418a589dd
1996,Dallas Mavericks,92,Denver Nuggets,91,16104.0,,,1996-11-01,1,19815350-1b24-4d3f-970e-cb1cb061002f
1996,Detroit Pistons,90,Atlanta Hawks,78,16378.0,,,1996-11-02,1,0879af52-110a-4196-aad1-a8049c64b387
1996,Toronto Raptors,98,Charlotte Hornets,109,24042.0,,,1996-11-02,1,0d4f699b-9307-4a4f-8f90-968587da33bb
1996,Philadelphia 76ers,86,Chicago Bulls,115,24040.0,,,1996-11-02,1,017597bc-d9a5-45d7-bb4d-6c55e4840a0f
1996,Sacramento Kings,107,Dallas Mavericks,94,18042.0,,,1996-11-02,1,afde32e1-7b3a-492f-9852-642bf63a472c
1996,Utah Jazz,95,Los Angeles Clippers,90,13041.0,,,1996-11-02,1,b41a448f-3281-41b2-8895-0dc0fb0a175d
1996,Boston Celtics,102,Milwaukee Bucks,124,17275.0,,,1996-11-02,1,f4245ab3-1544-4f24-b593-60c9e14c9f79
1996,Houston Rockets,110,Phoenix Suns,95,19023.0,,,1996-11-02,1,c328500d-d8e6-4690-bee7-f44499c89919
1996,Portland Trail Blazers,93,Seattle SuperSonics,104,17072.0,,,1996-11-02,1,f8a5ceae-0431-4f93-b607-54794343a70c
1996,Cleveland Cavaliers,98,Washington Bullets,96,18756.0,,,1996-11-02,1,405ef44a-74ea-4d09-be4c-a555154249d5
1996,Miami Heat,97,Indiana Pacers,95,15948.0,,,1996-11-02,1,760d3f01-92fe-4e67-a5f5-64c9d990e0ed
1996,Golden State Warriors,105,Vancouver Grizzlies,95,15781.0,,,1996-11-03,1,e6a658ae-7e21-4a7c-952f-ede50481426a
1996,Denver Nuggets,88,San Antonio Spurs,79,20791.0,,,1996-11-03,1,15aab8b1-ac82-4646-bc13-518b98b7103b
1996,Minnesota Timberwolves,85,Los Angeles Lakers,91,15407.0,,,1996-11-03,1,b83d05ab-6d8f-425c-baee-ec59299b134f
1996,Charlotte Hornets,86,New York Knicks,113,19763.0,,,1996-11-03,1,5c9fa4be-3d82-4e0d-89c8-388d53b33da0
1996,Atlanta Hawks,94,Portland Trail Blazers,76,21567.0,,,1996-11-04,1,92b87d26-9e62-4ef7-89ca-92d53f28d2b5
1996,Houston Rockets,75,Utah Jazz,72,19911.0,,,1996-11-04,1,6761d037-19bb-40da-9b33-7abbe34c8d73
1996,Vancouver Grizzlies,73,Chicago Bulls,96,23726.0,,,1996-11-05,1,16c6f150-1c91-4c99-8974-be195baa0576
1996,San Antonio Spurs,74,Cleveland Cavaliers,68,15587.0,,,1996-11-05,1,de22a786-685b-4b22-b04e-7a986d47c024
1996,Los Angeles Clippers,82,Denver Nuggets,78,10190.0,,,1996-11-05,1,174cd1f9-1ecf-45ee-930e-289e66c3a6e4
1996,Portland Trail Blazers,111,Golden State Warriors,93,13458.0,,,1996-11-05,1,28523ee1-3132-4b02-901b-3984aa9e5639
1996,Los Angeles Lakers,98,New York Knicks,92,19763.0,,,1996-11-05,1,7720f801-45fe-4057-8894-5c12a5022e7c
1996,Detroit Pistons,83,Philadelphia 76ers,81,12713.0,,,1996-11-05,1,2cc2b527-4503-4eb1-899f-526e05ac80c1
1996,Minnesota Timberwolves,98,Phoenix Suns,95,19023.0,,,1996-11-05,1,43ebb868-ce9b-47e0-a2f0-e1cc7a99ac61
1996,Houston Rockets,102,Sacramento Kings,80,17317.0,,,1996-11-05,1,ed7a622b-36e5-4bf9-a965-69fc5e245c4b
1996,Atlanta Hawks,117,Seattle SuperSonics,95,17072.0,,,1996-11-05,1,b3f8bbf5-fedc-4191-aa56-4c0c5c3cf913
1996,Dallas Mavericks,96,Toronto Raptors,100,17065.0,,,1996-11-05,1,47414c5c-472b-4500-94c6-0a509876792c
1996,San Antonio Spurs,86,Washington Bullets,96,17110.0,,,1996-11-06,1,ddc07617-b3cf-48e8-b6ca-20993a7469de
1996,Vancouver Grizzlies,89,Milwaukee Bucks,105,13689.0,,,1996-11-06,1,280286af-9b2e-4049-8bb1-f1aa26fa4622
1996,Chicago Bulls,106,Miami Heat,100,15200.0,,,1996-11-06,1,3533cbf1-1e86-409d-bbf5-da257dc5b3aa
1996,Dallas Mavericks,84,Detroit Pistons,103,14473.0,,,1996-11-06,1,934b65a7-2db1-4255-9371-3aad5c7d9cb3
1996,Indiana Pacers,84,Boston Celtics,94,14467.0,,,1996-11-06,1,267386c5-e040-48e8-b694-9f94cd430b45
1996,Los Angeles Lakers,78,Charlotte Hornets,88,24042.0,,,1996-11-06,1,b21415f3-8609-438d-8b91-37fdb0fcfbcd
1996,Atlanta Hawks,91,Sacramento Kings,87,17317.0,,,1996-11-07,1,b7d4d0f6-e2ef-423f-a75f-c14e45ad42c5
1996,Minnesota Timberwolves,94,Portland Trail Blazers,95,20439.0,,,1996-11-07,1,9064df10-43f2-482d-aac9-6fc49d910513
1996,Orlando Magic,108,New Jersey Nets,95,38639.0,"at Tokyo, Japan",,1996-11-07,1,0080d048-f9d7-46a3-9f46-d083c8a89caa
1996,New York Knicks,105,Golden State Warriors,100,16639.0,,,1996-11-07,1,f9b7cb3a-b83d-419b-9d3f-2b0368967984
1996,Houston Rockets,110,Denver Nuggets,108,12137.0,,,1996-11-07,1,570bcadb-5fa7-4904-8702-8dce7abe3694
1996,Seattle SuperSonics,103,Phoenix Suns,98,19023.0,,,1996-11-07,1,f0361765-5cff-4a5f-9830-09218da86a9c
1996,Philadelphia 76ers,115,Boston Celtics,105,14733.0,,,1996-11-08,1,8fccf973-0daa-4281-b750-4f409f3e47b0
1996,Vancouver Grizzlies,72,Cleveland Cavaliers,88,13691.0,,,1996-11-08,1,596a3261-a6b4-46d3-aa63-306212f08884
1996,Chicago Bulls,98,Detroit Pistons,80,21454.0,,,1996-11-08,1,349e2e0c-4fb9-4a97-aad1-fac1bb34337e
1996,New York Knicks,88,Los Angeles Clippers,81,13242.0,,,1996-11-08,1,a4a24461-2c02-4e90-b296-f8dda4340827
1996,Milwaukee Bucks,89,Miami Heat,101,15200.0,,,1996-11-08,1,705cc0df-331d-4848-80d3-1c78cf6de807
1996,New Jersey Nets,82,Orlando Magic,86,38639.0,"at Tokyo, Japan",,1996-11-08,1,03d64ceb-7d12-48a3-ac16-2650c922d0ce
1996,Seattle SuperSonics,87,San Antonio Spurs,75,15027.0,,,1996-11-08,1,38d84e3d-b972-4621-ac16-a66903af427e
1996,Los Angeles Lakers,92,Toronto Raptors,93,27357.0,,,1996-11-08,1,93594a7b-901d-43f1-9c52-f89101a7d839
1996,Charlotte Hornets,102,Washington Bullets,87,18756.0,,,1996-11-08,1,a0e407a3-bbdb-44e7-974a-2475b01e9d37
1996,Golden State Warriors,91,Denver Nuggets,94,10302.0,,,1996-11-08,1,293b4982-a29d-4ee3-925f-dbb828b42e05
1996,Phoenix Suns,95,Philadelphia 76ers,112,17006.0,,,1996-11-09,1,979095f7-ccc4-44d7-ac61-fe2da851411a
1996,Portland Trail Blazers,102,Sacramento Kings,103,17317.0,,,1996-11-09,1,95d7dff7-0683-4c89-94b0-1e659973258f
1996,Utah Jazz,85,Houston Rockets,91,16285.0,,,1996-11-09,1,078a165d-1afd-4302-a103-0f6f34caaeeb
1996,Miami Heat,91,Dallas Mavericks,84,15021.0,,,1996-11-09,1,d01383b5-24bc-4bb7-9880-673d237dd489
1996,Boston Celtics,92,Chicago Bulls,104,23813.0,,,1996-11-09,1,ae1eef81-3383-4152-8102-16438bbe2ac5
1996,Washington Bullets,100,Indiana Pacers,103,15591.0,,,1996-11-09,1,d02d785c-4474-429d-a635-a8c00fc1519d
1996,Milwaukee Bucks,100,Charlotte Hornets,98,24042.0,,,1996-11-09,1,a4f91d2c-8bec-4932-90e7-5699c6acd799
1996,Denver Nuggets,86,Cleveland Cavaliers,101,13921.0,,,1996-11-10,1,8f633ed7-a90a-4968-95c2-f3ed2ea8b706
1996,Minnesota Timberwolves,70,Los Angeles Clippers,81,6314.0,,,1996-11-10,1,244b60a1-9040-4d9b-8e9c-1b4c0cd9c1a5
1996,Atlanta Hawks,85,Los Angeles Lakers,92,16097.0,,,1996-11-10,1,29b54495-005f-441a-9dfa-68522732e0f6
1996,San Antonio Spurs,81,Portland Trail Blazers,94,20112.0,,,1996-11-10,1,b41ceb6e-f6fa-430f-8cf9-e17ddb4a01df
1996,New York Knicks,101,Vancouver Grizzlies,82,17356.0,,,1996-11-10,1,9180a80d-21d6-4170-b184-5ec94594516a
1996,Phoenix Suns,79,Chicago Bulls,97,23807.0,,,1996-11-11,1,7294e13a-6c91-473b-b7bc-b1e1200ac981
1996,Seattle SuperSonics,110,Sacramento Kings,94,17317.0,,,1996-11-11,1,c26cfdee-f073-4ae6-ae3c-4d26ed0a3b53
1996,Denver Nuggets,104,Toronto Raptors,93,17132.0,,,1996-11-11,1,2d4c32e8-061f-402c-af2b-47bf62151218
1996,Golden State Warriors,102,Seattle SuperSonics,121,17072.0,,,1996-11-12,1,340f25be-8f9b-423d-899a-19c80b417aa4
1996,Philadelphia 76ers,101,New York Knicks,97,19763.0,,,1996-11-12,1,6311d8a3-26ea-49a6-a85b-e80364fb6854
1996,Portland Trail Blazers,97,Minnesota Timberwolves,100,14107.0,,,1996-11-12,1,0d631c05-22d8-421c-a0e4-1ab3a62d4ece
1996,Cleveland Cavaliers,83,Atlanta Hawks,87,7385.0,,,1996-11-12,1,990eef5f-0da0-4710-9353-cba7e7144e85
1996,Charlotte Hornets,97,Miami Heat,105,14393.0,,,1996-11-12,1,75f41284-76cf-4bda-8b34-00b9d48eec9b
1996,Los Angeles Lakers,126,Houston Rockets,115,16285.0,,,1996-11-12,1,36c9f40a-085e-4872-9a74-9b151737c0e1
1996,Indiana Pacers,82,Dallas Mavericks,103,14153.0,,,1996-11-12,1,38645f54-aa5c-4aa7-9c40-45c8e8442faa
1996,Phoenix Suns,89,Milwaukee Bucks,99,13565.0,,,1996-11-12,1,3c9a2877-c8b6-4cd5-9a8a-f63cf1e8f154
1996,Detroit Pistons,92,Washington Bullets,79,15111.0,,,1996-11-12,1,d9f2aa57-bdff-442b-838c-f88ce071e047
1996,Los Angeles Clippers,99,Vancouver Grizzlies,92,14259.0,,,1996-11-12,1,bcbc7ae1-a347-449a-818a-5a119db4aae0
1996,Atlanta Hawks,85,Boston Celtics,103,13184.0,,,1996-11-13,1,16b56edc-1503-4d15-a7f8-233f48316a68
1996,Miami Heat,71,Chicago Bulls,103,23889.0,,,1996-11-13,1,938164d7-3fc3-4c76-88e8-04fa4fd98c45
1996,Portland Trail Blazers,70,Cleveland Cavaliers,81,13757.0,,,1996-11-13,1,f7cba4de-ecc4-49db-a1a3-8dc569d22bde
1996,Denver Nuggets,94,Detroit Pistons,95,13717.0,,,1996-11-13,1,f3c92913-8c7a-48be-b8a5-3de926f05d5e
1996,Washington Bullets,106,New Jersey Nets,91,10884.0,,,1996-11-13,1,ee036149-6a48-46b3-8419-938299078085
1996,Los Angeles Lakers,83,San Antonio Spurs,95,26002.0,,,1996-11-13,1,950bce38-28a4-4f55-bb26-87b4220a2f30
1996,Philadelphia 76ers,98,Toronto Raptors,110,17385.0,,,1996-11-13,1,db629503-efe5-47b2-a01f-5d3b28d7f543
1996,Sacramento Kings,74,Utah Jazz,105,19283.0,,,1996-11-13,1,fa4e60cd-f3c3-49ac-9b33-bb0897eeffbe
1996,Charlotte Hornets,89,Orlando Magic,96,17248.0,,,1996-11-14,1,ed1fdab1-2552-4dee-9726-b827a59b37d9
1996,Phoenix Suns,89,Vancouver Grizzlies,92,15158.0,,,1996-11-14,1,f6f8f83a-1d7d-44c3-9769-6294d194b056
1996,Toronto Raptors,96,New York Knicks,99,19763.0,,,1996-11-14,1,1281bc33-c824-4a7a-88dd-2b6c5cbb96dc
1996,Dallas Mavericks,90,Minnesota Timberwolves,100,14079.0,,,1996-11-14,1,f10b11a8-ccd5-400a-a20a-0a2e8cc17bda
1996,Milwaukee Bucks,86,Golden State Warriors,95,14414.0,,,1996-11-14,1,af8bee73-a154-479a-9ebf-ac850221891c
1996,Indiana Pacers,88,Houston Rockets,90,16285.0,,,1996-11-14,1,a82729ea-2216-484d-a333-e84bab374f04
1996,Seattle SuperSonics,94,Los Angeles Clippers,78,6238.0,,,1996-11-14,1,1ee00ec0-67bd-4250-bc66-2092d6adc56c
1996,Vancouver Grizzlies,96,Utah Jazz,104,19046.0,,,1996-11-15,1,c3a8e573-af2c-44f4-8f1e-d77ac81b825c
1996,Cleveland Cavaliers,105,Philadelphia 76ers,89,12901.0,,,1996-11-15,1,2cd528aa-4830-41ca-a9e5-403d75dc7bd8
1996,Indiana Pacers,93,San Antonio Spurs,78,14395.0,,,1996-11-15,1,e35cad47-d85c-44e9-a041-a51aa1045149
1996,Milwaukee Bucks,99,Sacramento Kings,103,17317.0,,,1996-11-15,1,8617a962-f242-444f-a389-037f94069e42
1996,Portland Trail Blazers,93,New Jersey Nets,85,12016.0,,,1996-11-15,1,6e66cc1a-e8df-4999-8120-f267433a3057
1996,Los Angeles Clippers,100,Los Angeles Lakers,107,16207.0,,,1996-11-15,1,3538ee20-cae3-47ce-b7ef-28e8e6aed3b6
1996,Chicago Bulls,110,Charlotte Hornets,87,24042.0,,,1996-11-15,1,90567b7e-58ec-400e-8c57-7c958865faf4
1996,Denver Nuggets,82,Boston Celtics,80,14133.0,,,1996-11-15,1,7d049a58-fe5b-4d08-8640-c38247ec1258
1996,Miami Heat,77,Atlanta Hawks,85,16378.0,,,1996-11-15,1,ad79311e-175a-41ce-8e9b-b1021ac11013
1996,Washington Bullets,84,Detroit Pistons,95,21454.0,,,1996-11-15,1,bb07e570-3b7d-4073-8fa9-602c6102ee83
1996,Toronto Raptors,87,Orlando Magic,92,17248.0,,,1996-11-16,1,7bc51749-9305-49e9-b936-ac9731526d41
1996,Boston Celtics,92,Washington Bullets,106,18756.0,,,1996-11-16,1,746c07b8-df36-46d6-bb03-bafaa3b387fd
1996,Sacramento Kings,96,Seattle SuperSonics,108,17072.0,,,1996-11-16,1,b2f1cf10-8756-4559-a042-c2bd8e266fa9
1996,Minnesota Timberwolves,79,New York Knicks,82,19763.0,,,1996-11-16,1,da63a667-b750-4c67-9511-9cf08eb30c4a
1996,Denver Nuggets,99,New Jersey Nets,106,13309.0,,,1996-11-16,1,4647bcc6-779a-4b37-ba97-74b1a86315c4
1996,Golden State Warriors,103,Houston Rockets,115,16285.0,,,1996-11-16,1,97158268-4f5a-4c92-a60d-bfba7db36c7f
1996,Utah Jazz,88,Dallas Mavericks,87,15947.0,,,1996-11-16,1,5e71fb64-3e79-466b-9f8d-cea980dd603f
1996,Detroit Pistons,102,Cleveland Cavaliers,98,17808.0,,,1996-11-16,1,249f0125-4473-47c5-bdb2-5f17ca065ab7
1996,Atlanta Hawks,69,Chicago Bulls,97,23939.0,,,1996-11-16,1,7cda5251-32b8-4a19-9364-86a2a78cde63
1996,Philadelphia 76ers,91,Miami Heat,89,15200.0,,,1996-11-16,1,1ac627e8-6868-4f5f-87b1-325f133def8a
1996,Portland Trail Blazers,88,Indiana Pacers,83,13555.0,,,1996-11-17,1,de6e1686-15dc-4d56-97c0-399f4b48e909
1996,Milwaukee Bucks,94,Los Angeles Clippers,102,7311.0,,,1996-11-17,1,6315492b-617f-4394-b662-2497ca612a70
1996,Los Angeles Lakers,102,Phoenix Suns,88,19023.0,,,1996-11-17,1,8837ba35-e993-4835-8d62-d8a78bf95e6f
1996,Golden State Warriors,102,San Antonio Spurs,92,13334.0,,,1996-11-17,1,237cc77b-54aa-4341-b281-88000ab07152
1996,Vancouver Grizzlies,81,Seattle SuperSonics,91,17072.0,,,1996-11-17,1,e0fae4bf-b788-4c4e-b7d5-f27fb42a2616
1996,Sacramento Kings,84,Vancouver Grizzlies,83,14672.0,,,1996-11-18,1,df986747-0027-458d-ac18-19d87f7f8a78
1996,Dallas Mavericks,97,Milwaukee Bucks,100,13225.0,,,1996-11-19,1,1839c159-cb96-47e8-9880-8f3b91f4fe30
1996,Seattle SuperSonics,106,Toronto Raptors,98,18803.0,,,1996-11-19,1,ef3dc4cf-ad19-45b4-97ad-c027f9288bec
1996,Sacramento Kings,90,Portland Trail Blazers,92,20245.0,,,1996-11-19,1,0e9d279b-39ed-48c3-9bc4-236bfe305543
1996,New York Knicks,92,Orlando Magic,88,17248.0,,,1996-11-19,1,0d5524ce-ff7f-4b58-9a7d-f18f63d55c7f
1996,Los Angeles Lakers,112,Golden State Warriors,109,18742.0,,,1996-11-19,1,b21629a6-fd2d-46ae-bb82-5a8a6b59825a
1996,Miami Heat,104,Denver Nuggets,86,12119.0,,,1996-11-19,1,d6930dc0-1429-4a29-bbb4-7f32eea9ce54
1996,Atlanta Hawks,63,Cleveland Cavaliers,73,14182.0,,,1996-11-19,1,d6624980-b953-4d54-b401-2314f6602137
1996,Minnesota Timberwolves,93,Houston Rockets,122,16285.0,,,1996-11-19,1,063fd9f6-a3f6-4e17-9a75-683b2aed8a05
1996,Seattle SuperSonics,115,Washington Bullets,110,18756.0,,,1996-11-20,1,1f18d021-6528-4dc8-8719-dfcb3bb9857d
1996,Detroit Pistons,108,Boston Celtics,83,14291.0,,,1996-11-20,1,7f8c3651-96bb-46f1-82e2-2d53c4a93b30
1996,New York Knicks,86,Charlotte Hornets,93,24042.0,,,1996-11-20,1,7d2f1c87-80f7-408d-b915-cbf299ec3e45
1996,Utah Jazz,113,Los Angeles Lakers,97,16122.0,,,1996-11-20,1,b2b5468e-43d0-4db0-9530-bb4e40cb4ea7
1996,Indiana Pacers,103,Philadelphia 76ers,92,11831.0,,,1996-11-20,1,a8847a9e-8278-4e6b-bf4f-e8643440d56d
1996,Chicago Bulls,113,Phoenix Suns,99,19023.0,,,1996-11-20,1,dead5875-398d-4b08-a261-206da07f20b2
1996,Los Angeles Clippers,93,San Antonio Spurs,81,13386.0,,,1996-11-20,1,5373d744-faa1-4000-8ba9-ae072984d875
1996,Miami Heat,94,Vancouver Grizzlies,75,15054.0,,,1996-11-20,1,a7b97b3d-d45e-4c31-a6fe-9b9ee9d0e137
1996,Chicago Bulls,110,Denver Nuggets,92,17171.0,,,1996-11-21,1,0041cee3-6c1e-4757-8c3c-f828a2078012
1996,New Jersey Nets,88,Detroit Pistons,96,14753.0,,,1996-11-21,1,c8c338a6-49e9-43dc-80bf-37f8944d731a
1996,Los Angeles Clippers,94,Dallas Mavericks,105,13510.0,,,1996-11-21,1,2c83a3a5-d9e8-4e86-9f2a-849516a49759
1996,Phoenix Suns,105,Houston Rockets,115,16285.0,,,1996-11-21,1,f6680250-6da1-43da-843b-0bf62d17849a
1996,Minnesota Timberwolves,86,Orlando Magic,90,16837.0,,,1996-11-21,1,51a41338-a85e-4728-9798-04f54455f92d
1996,Atlanta Hawks,73,Milwaukee Bucks,65,14698.0,,,1996-11-21,1,4dfca1bf-f7f3-40a5-bb67-6447ddaf0bc1
1996,Charlotte Hornets,90,Indiana Pacers,87,13853.0,,,1996-11-21,1,91fd5723-f500-4327-b7e0-fb87dc40e697
1996,Cleveland Cavaliers,89,Toronto Raptors,81,16835.0,,,1996-11-21,1,335ca1ec-e175-4fcb-8855-024433662c31
1996,Golden State Warriors,104,Utah Jazz,109,18889.0,,,1996-11-21,1,66aee90e-f3d9-4a16-9299-867352dc1e5b
1996,Seattle SuperSonics,118,Boston Celtics,91,17220.0,,,1996-11-22,1,00cfd10a-e7f2-4b44-89f7-6250eba3b016
1996,San Antonio Spurs,86,Los Angeles Lakers,96,17505.0,,,1996-11-22,1,ae83b810-23f9-419e-bfcb-41c127d2e8e0
1996,Miami Heat,111,Sacramento Kings,108,17317.0,,,1996-11-22,1,0e97f9df-a14a-4a96-83f2-5120f8cde415
1996,Philadelphia 76ers,76,Washington Bullets,88,18756.0,,,1996-11-22,1,504d286f-aae8-499d-a56c-a4e1f88604e9
1996,Chicago Bulls,100,Utah Jazz,105,19911.0,,,1996-11-23,1,2aa4083c-20f6-4f7c-b7dd-e012fc09f2d2
1996,Atlanta Hawks,91,Toronto Raptors,88,16838.0,,,1996-11-23,1,d7f5d63e-10f0-4328-8188-0a6fe1ee0399
1996,New York Knicks,92,Philadelphia 76ers,109,19209.0,,,1996-11-23,1,48f2da70-5e70-487f-becd-eb424bb9513b
1996,Dallas Mavericks,91,New Jersey Nets,114,15701.0,,,1996-11-23,1,ec798025-3866-43d2-9157-dfd04b657923
1996,Denver Nuggets,65,Portland Trail Blazers,105,20116.0,,,1996-11-23,1,be93e5d7-1b4d-46aa-9731-a1cbde1a14df
1996,Washington Bullets,95,Milwaukee Bucks,90,16508.0,,,1996-11-23,1,9c73de97-39ec-4e52-abc2-1ec6bba27208
1996,Orlando Magic,76,Indiana Pacers,73,16158.0,,,1996-11-23,1,c8e07785-dcd2-4997-97e7-054aa1abb5de
1996,Houston Rockets,120,Golden State Warriors,115,16896.0,,,1996-11-23,1,a7e2e6de-23fe-4005-90de-bb03376325f2
1996,Detroit Pistons,85,Charlotte Hornets,93,24042.0,,,1996-11-23,1,ebcc16f4-bb76-4a62-ace1-e1b108da715f
1996,Los Angeles Clippers,96,Minnesota Timberwolves,98,16877.0,,,1996-11-23,1,89e9fa04-5b1b-41a8-86e8-d1e336d88038
1996,San Antonio Spurs,91,Vancouver Grizzlies,96,15874.0,,,1996-11-24,1,4c1c2a46-4552-4221-846d-c030a56f7cd4
1996,Seattle SuperSonics,102,New York Knicks,92,19763.0,,,1996-11-24,1,1ce39c37-d43a-42a5-afe3-25bc5d21ff0a
1996,Miami Heat,87,Phoenix Suns,84,19023.0,,,1996-11-24,1,b0aa03d1-b12a-4b74-bd8b-e388966ff9d6
1996,Sacramento Kings,74,Cleveland Cavaliers,103,13786.0,,,1996-11-24,1,30bb6a1d-7cfe-4be4-b6ac-1f9289d95831
1996,Dallas Mavericks,91,Boston Celtics,105,15244.0,,,1996-11-24,1,8a07cef0-16e7-4868-8584-8b76fad9f01c
1996,Houston Rockets,90,Los Angeles Lakers,85,17505.0,,,1996-11-24,1,0f2ccab5-be62-4989-af42-a3665711d5e5
1996,Chicago Bulls,88,Los Angeles Clippers,84,16144.0,,,1996-11-25,1,cafa221e-07c2-43db-b8e1-227a96094dfc
1996,Milwaukee Bucks,100,Orlando Magic,88,16808.0,,,1996-11-25,1,3992281a-7f11-4f33-baf8-c3b4987fec03
1996,New Jersey Nets,92,Utah Jazz,108,19132.0,,,1996-11-25,1,bd4e735c-43f3-42a5-a4b1-9da2844b23d9
1996,Minnesota Timberwolves,98,Washington Bullets,105,12224.0,,,1996-11-25,1,02e242fa-c942-41de-a597-7085b9757e7b
1996,Portland Trail Blazers,101,Houston Rockets,102,16285.0,,,1996-11-26,1,d497a572-35d1-4c5a-b23a-88a55198acd2
1996,Sacramento Kings,98,Toronto Raptors,87,15037.0,,,1996-11-26,1,6a4c8061-18c6-47c2-8690-647b9b668f1c
1996,Los Angeles Lakers,100,Philadelphia 76ers,88,20652.0,,,1996-11-26,1,d9deacf9-7bff-4312-b3f6-307b359eb4aa
1996,Miami Heat,107,Golden State Warriors,88,15026.0,,,1996-11-26,1,ed545c20-12aa-40b6-8c38-faad71a6f56f
1996,San Antonio Spurs,101,Dallas Mavericks,105,14567.0,,,1996-11-26,1,736d809f-cb8b-479a-bacb-11330a00398a
1996,Seattle SuperSonics,89,Charlotte Hornets,97,24042.0,,,1996-11-26,1,be8ed415-33f0-4ef6-b272-90d306e64bad
1996,Vancouver Grizzlies,80,Atlanta Hawks,101,6957.0,,,1996-11-26,1,3d6d7def-b8f3-47ff-9d6e-169a2b09e837
1996,Phoenix Suns,108,Denver Nuggets,117,9226.0,,,1996-11-26,1,02ef17c3-76db-4e97-97b1-df5840cd2b5f
1996,Denver Nuggets,103,Utah Jazz,107,19324.0,,,1996-11-27,1,a782bc63-e244-47f8-9319-84a271440ff6
1996,Portland Trail Blazers,120,San Antonio Spurs,109,13797.0,,,1996-11-27,1,5ee097a9-d262-4604-ae1f-3c5275df62ac
1996,New Jersey Nets,77,Phoenix Suns,99,19023.0,,,1996-11-27,1,a3385064-7c7d-4806-ac9d-1364cc835e62
1996,Atlanta Hawks,75,Orlando Magic,79,17248.0,,,1996-11-27,1,773b785c-a782-4018-87e1-e129a9500ffa
1996,Seattle SuperSonics,106,Minnesota Timberwolves,98,16173.0,,,1996-11-27,1,12b7c587-c689-4210-9e89-06872b417a1c
1996,Charlotte Hornets,88,Toronto Raptors,92,15710.0,,,1996-11-27,1,c5b192f9-e6ca-4c2b-a957-2123191eece2
1996,Cleveland Cavaliers,75,Milwaukee Bucks,92,14189.0,,,1996-11-27,1,6c67a351-1602-4ec6-a990-972eba9a8930
1996,Miami Heat,98,Los Angeles Clippers,82,7006.0,,,1996-11-27,1,231edf06-2ace-4b26-a439-c970dd911a30
1996,Vancouver Grizzlies,78,Detroit Pistons,87,15195.0,,,1996-11-27,1,735f0bc1-b614-42ab-b5ab-9b55882a9c3e
1996,Los Angeles Lakers,94,Boston Celtics,110,18624.0,,,1996-11-27,1,3f4cbf54-1d17-4c81-8eea-37309e8c9313
1996,New Jersey Nets,118,Golden State Warriors,124,15209.0,,,1996-11-28,1,e26d0fe9-d9f4-44d6-bf08-9906a76754f0
1996,Sacramento Kings,83,Indiana Pacers,101,14732.0,,,1996-11-28,1,8d771404-c0f6-40f8-8d5a-cad7f2ac2838
1996,Golden State Warriors,93,Portland Trail Blazers,119,21068.0,,,1996-11-29,1,0de9da76-53b3-4620-902b-43e452ac8e97
1996,Washington Bullets,81,Atlanta Hawks,110,12457.0,,,1996-11-29,1,8bd48cd8-4201-4b9d-9be3-b81db645dc2b
1996,Houston Rockets,120,Boston Celtics,94,18624.0,,,1996-11-29,1,a0e072d3-7689-4b18-8b36-1da523d69ee3
1996,Chicago Bulls,116,Dallas Mavericks,97,18042.0,,,1996-11-29,1,54d9ae01-966e-46f4-be92-f91e583a978b
