,lhs,rhs,confidence,lift
0,"['OpponentPoints0.4-True', 'TotalFouls0.8-True']",['WINorLOSS-True'],1.0,1.6951672862453533
1,['OpponentPoints0.4-True'],['WINorLOSS-True'],1.0,1.695167286245353
2,"['Opp.FieldGoals0.2-True', 'Opp.3PointShotsAttempted0.8-True']",['WINorLOSS-True'],0.9206349206349206,1.5606302000354044
3,"['TotalFouls0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.3PointShotsAttempted0.8-True']",['WINorLOSS-True'],0.9206349206349206,1.5606302000354044
4,"['Opp.FieldGoals0.2-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.9184782608695652,1.5569743009536123
5,"['TotalFouls0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.9184782608695652,1.5569743009536123
6,"['TotalFouls0.8-True', 'Opp.FreeThrows0.2-True']",['WINorLOSS-True'],0.9021739130434783,1.5293357038952644
7,"['TotalFouls0.8-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrows0.2-True']",['WINorLOSS-True'],0.9021739130434783,1.5293357038952644
8,"['TotalFouls0.8-True', 'Opp.FreeThrows0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.9021739130434783,1.5293357038952644
9,"['TotalFouls0.8-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrows0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.9021739130434783,1.5293357038952644
10,"['Blocks0.6-False', 'Opp.FieldGoals0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.8994413407821229,1.524703536790513
11,"['Blocks0.6-False', 'TotalFouls0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.8994413407821229,1.524703536790513
12,"['Turnovers0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.8956043956043956,1.518199272846113
13,"['Turnovers0.8-True', 'TotalFouls0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.8956043956043956,1.518199272846113
14,"['Opp.FieldGoals0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.885,1.5002230483271375
15,"['TotalFouls0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.FreeThrows0.8-True']",['WINorLOSS-True'],0.885,1.5002230483271375
16,"['Blocks0.6-False', 'Turnovers0.8-True', 'Opp.FieldGoals0.2-True']",['WINorLOSS-True'],0.8810810810810811,1.4935798251783383
17,"['Blocks0.6-False', 'Turnovers0.8-True', 'TotalFouls0.8-True', 'Opp.FieldGoals0.2-True']",['WINorLOSS-True'],0.8810810810810811,1.4935798251783383
18,"['Turnovers0.8-True', 'Opp.FieldGoals0.2-True']",['WINorLOSS-True'],0.8731707317073171,1.480170459697162
19,"['Turnovers0.8-True', 'TotalFouls0.8-True', 'Opp.FieldGoals0.2-True']",['WINorLOSS-True'],0.8731707317073171,1.480170459697162
20,"['TotalFouls0.8-True', 'Opp.TotalFouls0.8-False']",['WINorLOSS-True'],0.8717948717948718,1.4778381469831283
21,"['X3PointShotsAttempted0.8-True', 'Blocks0.6-False', 'Opp.FieldGoals0.2-True']",['WINorLOSS-True'],0.8645833333333334,1.4656133828996285
22,"['X3PointShotsAttempted0.8-True', 'Blocks0.6-False', 'TotalFouls0.8-True', 'Opp.FieldGoals0.2-True']",['WINorLOSS-True'],0.8645833333333334,1.4656133828996285
23,"['FreeThrows0.8-True', 'TotalFouls0.8-True', 'Opp.3PointShotsAttempted0.8-True']",['WINorLOSS-True'],0.8617021276595744,1.4607292572965278
24,"['Turnovers0.8-True', 'TotalFouls0.8-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrowsAttempted0.2-True']",['WINorLOSS-True'],0.8602150537634409,1.4582084182755726
25,"['TotalFouls0.8-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrowsAttempted0.2-True']",['WINorLOSS-True'],0.8564102564102564,1.4517586502716613
26,"['TotalFouls0.8-True', 'Opp.3PointShotsAttempted0.8-True', 'Opp.FreeThrows0.8-True', 'Opp.FreeThrowsAttempted0.2-True']",['WINorLOSS-True'],0.8564102564102564,1.4517586502716613
27,"['Opp.FieldGoals0.2-True', 'Opp.Turnovers0.8-True']",['WINorLOSS-True'],0.8520408163265306,1.44435171838252
28,"['TotalFouls0.8-True', 'Opp.FieldGoals0.2-True', 'Opp.Turnovers0.8-True']",['WINorLOSS-True'],0.8520408163265306,1.44435171838252
29,"['Turnovers0.8-True', 'TotalFouls0.8-True', 'Opp.FreeThrowsAttempted0.2-True']",['WINorLOSS-True'],0.8518518518518519,1.4440313919867822
