,lhs,rhs,confidence,lift
0,"['STL-True', 'Opp.AST-True', 'Opp.STL-True', 'FT%-True']",['team_name-False'],0.521311475409836,1.0123262919281186
1,"['STL-True', 'Opp.AST-True', 'Opp.STL-True', 'AST-True']",['team_name-False'],0.521311475409836,1.0123262919281186
2,"['STL-True', 'Opp.STL-True', 'FT%-True', 'AST-True']",['team_name-False'],0.5212187159956474,1.0121461639274196
3,"['Opp.AST-True', 'Opp.STL-True', 'FT%-True', 'AST-True']",['team_name-False'],0.5211864406779662,1.0120834890119221
4,"['STL-True', 'Opp.AST-True', 'Opp.STL-True', 'home-True']",['team_name-False'],0.5210946408209807,1.01190522435978
5,"['STL-True', 'Opp.STL-True', 'home-True', 'FT%-True']",['team_name-False'],0.5209988649262202,1.0117192387044236
6,"['STL-True', 'Opp.STL-True', 'home-True', 'AST-True']",['team_name-False'],0.5209988649262202,1.0117192387044236
7,"['Opp.AST-True', 'Opp.STL-True', 'home-True', 'FT%-True']",['team_name-False'],0.5209713024282561,1.0116657155370343
8,"['Opp.AST-True', 'Opp.STL-True', 'home-True', 'AST-True']",['team_name-False'],0.5209713024282561,1.0116657155370343
9,"['Opp.STL-True', 'home-True', 'FT%-True', 'AST-True']",['team_name-False'],0.5208791208791209,1.0114867096831024
10,"['STL-True', 'Opp.AST-True', 'Opp.STL-True']",['team_name-False'],0.5207423580786026,1.0112211322207734
11,"['WINorLOSS-True', 'STL-True', 'Opp.AST-True', 'Opp.STL-True']",['team_name-False'],0.5207423580786026,1.0112211322207734
12,"['3P-True', 'STL-True', 'Opp.AST-True', 'Opp.STL-True']",['team_name-False'],0.5207423580786026,1.0112211322207734
13,"['STL-True', 'BLK-True', 'Opp.AST-True', 'Opp.STL-True']",['team_name-False'],0.5207423580786026,1.0112211322207734
14,"['STL-True', 'TOV-True', 'Opp.AST-True', 'Opp.STL-True']",['team_name-False'],0.5207423580786026,1.0112211322207734
15,"['STL-True', 'PF-True', 'Opp.AST-True', 'Opp.STL-True']",['team_name-False'],0.5207423580786026,1.0112211322207734
